Product_Name,Product_Type,Weather_Preference,States_Preference,Region_Preference,Soil_Moisture_%,Temperature_C,Humidity_%,Pest_Risk_%,Irrigation_Needed,Fertilizer_Required,Pest_Name,Pesticide_name 
Soybean,Oilseed Crop,Warm & Moist,"MP, Maharashtra, Rajasthan",Coastal,35.6,26.8,65.1,30.1,Yes (Seasonal),"Urea, DAP, MOP",Aphids,Lambda-cyhalothrin
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,25.3,30.1,49.5,29.9,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.5,27.2,70,35.2,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,24.5,30.5,51.2,30,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,40.7,27.4,70.5,35,Yes (Frequent),"NPK, FYM",Mites,Malathion
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,41.3,26.7,68.5,35.3,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,29.2,27,59.8,24.7,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,24.3,28.9,51.5,30,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,31,15.9,54.8,24.9,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,69.8,27.9,83.5,29.4,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,31.1,19.8,56.6,24.6,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,29.7,20.4,55.6,25.6,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,36.1,18,69.9,25.2,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Papaya,Fruit Crop,Warm & Humid,"WB, TN, Kerala",Tropical,50.1,27.4,79.7,29.5,Yes (Drip),"FYM, Potash, Boron",Whitefly,Carbendazim
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),50.2,24.1,80.9,34.4,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,31.2,27.7,59.5,25,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,29.7,27.7,61,25.6,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,24.3,27.1,50.5,24.9,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Grapes,Fruit Vine,Dry & Sunny,"MH, Karnataka",Semi-arid,24.6,27.9,50.2,25.5,Yes (Drip),"Potash, FYM, Zinc",Fruit Borer,Carbendazim
Strawberry,Fruit Crop,Cool & Moist,"HP, J&K, Uttarakhand",Hills,35.4,17,70.1,30.1,Yes (Drip),"FYM, Potash, Boron",Mealybug,Imidacloprid
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,28.8,19.3,59.9,25.2,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Sunflower,Oilseed Crop,Warm & Dry,"Karnataka, MP, MH",Plains,30.5,24.6,55.9,24.5,Yes (Seasonal),"Urea, DAP, MOP",Leaf Miner,Fipronil
Cucumber,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.6,27.8,69.3,35.4,Yes (Frequent),"NPK, FYM",Leaf Miner,Malathion
Black Pepper,Spice Vine,Humid & Shaded,"Kerala, Karnataka",Hills (Western Ghats),50.9,24.3,78.6,34.9,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Spinosad
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,28.1,27.1,55.5,30.3,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,24.4,25.6,50.5,24.7,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Turnip,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains,33.7,17.4,70.4,25.1,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,69.4,28.3,85.3,30.1,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,30.2,21.6,54.7,24.9,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Plum,Fruit Tree,Cold & Temperate,"HP, J&K",Semi-arid,24.9,15,60.7,25.2,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Imidacloprid
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,34.8,18,70,29.9,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Sapota,Fruit Tree,Warm & Humid,"MH, Karnataka, TN",Tropical,39.9,27.4,69.6,29.7,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Chlorpyrifos
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,35.2,16.8,64.7,25.6,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,39.2,27.2,71.7,30.4,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.6,27.2,48.5,24.7,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Yam,Tuber Crop,Warm & Moist,"Kerala, WB, Odisha",Plains,35.5,27.7,70.4,30.2,Yes (Seasonal),"FYM, Potash, Zinc",Mealybug,Spinosad
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,50.3,24.4,78.6,34.7,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Apple,Fruit Tree,Cold & Temperate,"HP, J&K, Uttarakhand",Hills,25.4,14.7,49.9,14.5,Yes (Drip),"FYM, Calcium, Boron",Cutworm,Malathion
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,25.2,24.8,49.6,25.4,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Litchi,Fruit Tree,Warm & Humid,"Bihar, WB, Assam",Subtropical Hills,51.6,27.4,78.2,29.3,Yes (Drip),"FYM, Potash, Boron",Armyworm,Thiamethoxam
Snake Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Hills/Plains,39.9,26.9,70.3,35.4,Yes (Frequent),"NPK, FYM",Mealybug,Thiamethoxam
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,39.8,24.7,69.7,29.9,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,34.4,27.2,68.2,29.9,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49.2,27.8,80.7,30.2,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,24,30.3,51.2,30.2,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,29.3,27.4,61.3,24.7,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,39.9,24.8,70.3,30.3,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,25.3,30.1,50,30,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Capsicum,Vegetable,Cool & Moist,"HP, Karnataka, Punjab",Hills/Plains,35,19.7,71.1,29.5,Yes (Frequent),"NPK, FYM",Leaf Miner,Lambda-cyhalothrin
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,49.4,24.5,81.4,34.9,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,30.7,18.1,61,25.6,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,30.6,27.2,59.2,25.7,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,29.9,19.5,55.2,25.3,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,49.5,27.6,80.4,29.5,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,35.4,27.8,68.5,30.2,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Muskmelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Hills/Plains,25.1,29.4,50.4,30.3,Yes (Seasonal),"NPK, FYM",Cutworm,Carbendazim
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,23.9,20,56.9,20.3,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19.9,26.9,60.5,25.3,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,25.2,30.1,51.2,25.1,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Bottle Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.3,27.5,70.2,35,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,50.1,26.9,79.9,34.8,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Onion,Bulb Crop,Warm & Dry,"MH, Gujarat, Karnataka",Hills,28.9,24.5,55.3,34.2,Yes (Seasonal),"Urea, DAP, MOP",Mites,Cypermethrin
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,51,27.5,79.3,35.1,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,36,17.9,69.2,30.1,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Cauliflower,Flower Veg,Cool & Moist,"WB, Punjab, Karnataka",Hills,34.8,16.6,71.1,30.2,Yes (Frequent),"NPK, FYM",Whitefly,Spinosad
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,40.3,24.1,71.2,49.5,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,28.1,28,59.2,25.3,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
French Bean,Pulse Crop,Warm & Moist,"Karnataka, MH, TN",Plains,34.1,23.9,65.8,30.8,Yes (Frequent),"NPK, FYM",Mites,Imidacloprid
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,49.8,25.2,79.9,35,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Ridge Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.2,27.2,70.3,35,Yes (Frequent),"NPK, FYM",Cutworm,Thiamethoxam
Green Cardamom,Spice Crop,Humid & Shaded,"Kerala, Karnataka",Hills/Plains,50.6,25,80.4,35.1,Yes (Rainfed + Drip),"FYM, Potash, Zinc",Cutworm,Chlorpyrifos
Sweet Potato,Tuber Crop,Warm & Moist,"Odisha, WB, Assam",Plains,36.6,26.9,70.8,30.8,Yes (Seasonal),"FYM, Potash, Zinc",Stem Borer,Lambda-cyhalothrin
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,29.1,26.6,55.1,24.6,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.3,27.9,71.2,35.1,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Beetroot,Root Crop,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.2,17.1,70.3,24.7,Yes (Frequent),"Urea, DAP, MOP",Fruit Borer,Thiamethoxam
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,31.3,19.8,55.5,24.8,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,24,24.4,49.3,25,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Lemon,Fruit Shrub,Warm & Humid,"TN, Kerala, MH",Tropical/Subtropical,40.2,24.4,71.8,30.5,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Mustard Greens,Leafy Veg,Cool & Dry,"UP, Punjab, WB",Plains,31.4,19.9,55.4,25.7,Yes (2–3 cycles),"Urea, DAP, FYM",Mealybug,Lambda-cyhalothrin
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,38.7,27.2,70.6,35.2,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34,17.7,68.6,24.8,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,29.7,27.7,54.3,26,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,34.6,27.6,71,29.8,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Garlic,Bulb Crop,Cool & Dry,"MP, Gujarat, Punjab",Plains,30.6,16.1,55.2,24.8,Yes (2–3 cycles),"Urea, DAP, MOP",Leaf Miner,Fipronil
Cherry,Fruit Tree,Cold & Temperate,"HP, J&K",Hills,25.2,14.6,58.4,24.3,Yes (Drip),"FYM, Potash, Boron",Thrips,Fipronil
Snake Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Hills/Plains,38.6,27.1,70.9,35.6,Yes (Frequent),"NPK, FYM",Mealybug,Thiamethoxam
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,25.4,20,54.5,20.4,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Pineapple,Fruit Crop,Warm & Humid,"Kerala, Assam, WB",Coastal/Hills,49.5,28,81.2,31,Yes (Drip),"FYM, Potash, Zinc",Thrips,Cypermethrin
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,21,27.5,59.9,24.4,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,24.5,29.4,50.2,30.6,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Brinjal,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.5,27.4,71,35,Yes (Frequent),"NPK, FYM",Thrips,Imidacloprid
Masoor,Pulse Crop,Cool & Dry,"UP, MP, Bihar",Plains,30.4,20.5,54.2,25.3,Yes (Seasonal),"Urea, DAP, FYM",Cutworm,Cypermethrin
Knol-Khol,Vegetable,Cool & Moist,"WB, Punjab, Karnataka",Hills/Plains,35.6,20.2,69.2,29.3,Yes (Frequent),"NPK, FYM",Stem Borer,Imidacloprid
Orange,Fruit Tree,Warm & Dry,"Maharashtra, Punjab",Subtropical Hills,30.4,27.6,59.8,25.6,Yes (Drip),"FYM, Potash, Zinc",Cutworm,Mancozeb
Watermelon,Fruit Crop,Warm & Dry,"UP, MH, Karnataka",Plains,23.7,29.9,50.7,30.3,Yes (Seasonal),"NPK, FYM",Whitefly,Mancozeb
Jackfruit,Fruit Tree,Warm & Humid,"Kerala, WB, Assam",Tropical,50.4,27.3,78.9,30,Yes (Drip),"FYM, Potash, Zinc",Fruit Borer,Fipronil
Papaya,Fruit Crop,Warm & Humid,"WB, TN, Kerala",Tropical,49.2,27.6,78.6,30.3,Yes (Drip),"FYM, Potash, Boron",Whitefly,Carbendazim
Apricot,Fruit Tree,Cold & Temperate,"HP, J&K",Plains,25.2,14.9,60.7,24.7,Yes (Drip),"FYM, Potash, Boron",Armyworm,Spinosad
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,33.9,17.5,69.5,29.8,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,35.4,17.5,64.7,24.8,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Niger,Oilseed Crop,Dry & Sunny,"MP, Odisha, Chhattisgarh",Plains,24.4,24.7,48.4,24.3,Yes (Light),"FYM, Potash, Zinc",Cutworm,Spinosad
Potato,Tuber Crop,Cool & Moist,"UP, WB, Punjab",Hills/Plains,34,17.7,64.4,25.3,Yes (2–3 cycles),"Urea, DAP, MOP",Thrips,Thiamethoxam
Mosambi,Fruit Tree,Warm & Dry,"Maharashtra, UP",Tropical/Subtropical,30.6,28.7,60,25.5,Yes (Drip),"FYM, Potash, Zinc",Mealybug,Carbendazim
Spinach,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Plains,35.2,16.8,70.8,24.7,Yes (Frequent),"NPK, FYM",Fruit Borer,Fipronil
Pumpkin,Vegetable,Warm & Dry,"UP, Bihar, WB",Plains,29.5,27.6,54.3,30.1,Yes (Seasonal),"NPK, FYM",Aphids,Fipronil
Cabbage,Leafy Veg,Cool & Moist,"WB, Punjab, Karnataka",Arid/Semi-arid,36.1,17.2,71.4,29.9,Yes (Frequent),"NPK, FYM",Thrips,Mancozeb
Fenugreek,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,24.7,20.2,54.4,25.1,Yes (Light),"FYM, Potash, Zinc",Thrips,Lambda-cyhalothrin
Kinnow,Fruit Tree,Cool & Dry,"Punjab, HP, Rajasthan",Subtropical,30,20,54.4,24.7,Yes (Drip),"FYM, Potash, Zinc",Leaf Miner,Mancozeb
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,25.2,25.3,51.3,24.6,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.5,28,80.2,35.4,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Fig,Fruit Tree,Warm & Dry,"MH, Gujarat, TN",Semi-arid,25.4,27.1,49.5,25,Yes (Drip),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Urad,Pulse Crop,Warm & Dry,"MP, UP, Maharashtra",Plains,24.6,30.5,49.9,25.8,Yes (Seasonal),"Urea, DAP, FYM",Mites,Malathion
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,34.7,16.6,71.1,30,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Custard Apple,Fruit Tree,Warm & Dry,"Maharashtra, Gujarat",Semi-arid,31.1,28.1,61.2,24.6,Yes (Drip),"FYM, Potash, Zinc",Mites,Carbendazim
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,24.2,30.2,49.3,25.5,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Rajma,Pulse Crop,Cool & Dry,"HP, Uttarakhand, J&K",Hills/Plains,28.1,21.9,55,25.3,Yes (Seasonal),"Urea, DAP, FYM",Fruit Borer,Spinosad
Pear,Fruit Tree,Temperate & Moist,"HP, J&K, Uttarakhand",Hills,31.3,18,60.1,25.3,Yes (Seasonal),"FYM, Potash, Zinc",Mites,Lambda-cyhalothrin
Strawberry,Fruit Crop,Cool & Moist,"HP, J&K, Uttarakhand",Hills,37,17.2,69.2,30.5,Yes (Drip),"FYM, Potash, Boron",Mealybug,Imidacloprid
Mustard,Oilseed Crop,Cool & Dry,"UP, Punjab, Rajasthan",Plains,29.7,20.1,55,24.7,Yes (2–3 cycles),"Urea, DAP, MOP",Mites,Mancozeb
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,38.5,24,70,49.9,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Chana,Pulse Crop,Cool & Dry,"MP, Rajasthan, UP",Plains,29.8,20.1,56,24.9,Yes (Seasonal),"Urea, DAP, FYM",Armyworm,Lambda-cyhalothrin
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,19.8,35.4,41,24.5,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Groundnut,Oilseed Crop,Warm & Dry,"Gujarat, TN, MH",Semi-arid,29.9,26.8,54.7,24.9,Yes (Seasonal),"Urea, DAP, MOP",Whitefly,Cypermethrin
Onion,Bulb Crop,Warm & Dry,"MH, Gujarat, Karnataka",Hills,29.1,25.4,54.8,35.5,Yes (Seasonal),"Urea, DAP, MOP",Mites,Cypermethrin
Turnip,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.5,17.5,70.6,25.1,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Fipronil
Pomegranate,Fruit Shrub,Dry & Sunny,"MH, Gujarat, AP",Semi-arid,25.4,29.9,49.5,19.5,Yes (Drip),"FYM, Potash, Boron",Mites,Imidacloprid
Ginger,Spice Root,Warm & Moist,"Kerala, Assam, Odisha",Hills/Plains,48.8,26.9,80.5,34.4,Yes (Frequent),"FYM, Potash, Zinc",Leaf Miner,Cypermethrin
Lettuce,Leafy Veg,Cool & Moist,"WB, Karnataka, Punjab",Hills/Plains,35.5,17.7,69.9,25.7,Yes (Frequent),"NPK, FYM",Leaf Miner,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,71.6,27,84.2,30,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.1,17.8,69.2,29.7,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Mulberry,Fruit Tree,Warm & Humid,"Karnataka, WB, TN",Tropical,39.7,26.9,71.2,29.9,Yes (Drip),"FYM, Potash, Zinc",Whitefly,Lambda-cyhalothrin
Carrot,Root Crop,Cool & Moist,"Punjab, WB, Karnataka",Plains/Hills,34.9,17.5,69.9,24.4,Yes (Frequent),"Urea, DAP, MOP",Mealybug,Imidacloprid
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,35.5,27.5,71.4,30.6,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Peach,Fruit Tree,Temperate & Cool,"HP, J&K, Uttarakhand",Hills,23.6,18,59.6,24.8,Yes (Drip),"FYM, Potash, Boron",Stem Borer,Spinosad
Coriander,Spice/Herb,Cool & Dry,"Rajasthan, MP, Gujarat",Plains,25.1,19.9,55.2,25.6,Yes (Light),"FYM, Potash, Zinc",Aphids,Lambda-cyhalothrin
Turmeric,Spice Crop,Warm & Moist,"AP, TN, Odisha",Hills/Plains,49.7,27.2,82,35,Yes (Frequent),"FYM, Potash, Zinc",Stem Borer,Cypermethrin
Dry Red Chili,Spice Crop,Warm & Dry,"AP, MP, Rajasthan",Semi-arid,31.4,29.8,49.1,35.6,Yes (Seasonal),"FYM, Potash, Zinc",Aphids,Mancozeb
Cumin,Spice Seed,Dry & Sunny,"Rajasthan, Gujarat",Plains,24.9,25.5,48.4,25.1,Yes (Light),"FYM, Potash, Zinc",Stem Borer,Spinosad
Amaranthus,Leafy Veg,Warm & Moist,"WB, TN, Kerala",Plains,36.3,27.7,71.1,30.3,Yes (Frequent),"NPK, FYM",Fruit Borer,Chlorpyrifos
Sesame,Oilseed Crop,Warm & Dry,"Gujarat, Rajasthan",Semi-arid,24.1,29.8,49.3,25.3,Yes (Light),"FYM, Potash, Zinc",Cutworm,Cypermethrin
Broccoli,Leafy Veg,Cool & Moist,"Punjab, WB, Karnataka",Plains,35.5,17.4,70,30.3,Yes (Frequent),"NPK, FYM",Aphids,Imidacloprid
Wheat,Cereal Crop,Cool & Dry (Rabi),"Punjab, UP, MP",Plains,25.3,19.4,54.5,20.1,Yes (2–3 cycles),"Urea, DAP, Potash",Leaf Miner,Fipronil
Bitter Gourd,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.3,27.7,70.2,34.9,Yes (Frequent),"NPK, FYM",Stem Borer,Malathion
Moong,Pulse Crop,Warm & Dry,"Rajasthan, MP, UP",Plains,25.1,29.3,49.2,25.8,Yes (Seasonal),"Urea, DAP, FYM",Aphids,Spinosad
Tomato,Vegetable,Warm & Semi-Humid,"Karnataka, AP, MP",Plains/Hills,41,24.3,69.8,49.6,Yes (Frequent),"NPK, Calcium, Boron",Armyworm,Lambda-cyhalothrin
Okra,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.7,27.6,70.4,35,Yes (Frequent),"NPK, FYM",Armyworm,Imidacloprid
Date Palm,Fruit Tree,Hot & Dry,"Rajasthan, Gujarat",Arid/Coastal,18.7,36,39.1,25,Yes (Drip),"FYM, Potash, Zinc",Armyworm,Fipronil
Banana,Fruit Crop,Warm & Humid,"TN, Kerala, MH",Tropical,70,27.6,84.4,30.2,High (Weekly),"NPK, FYM, Magnesium",Mealybug,Mancozeb
Mango,Fruit Tree,Warm & Dry Summer,"Maharashtra, UP",Tropical/Subtropical,19.3,27,59.7,24.8,Moderate (Flowering),"FYM, Potash, Zinc",Fruit Borer,Spinosad
Green Chili,Vegetable,Warm & Humid,"WB, Bihar, TN",Plains,39.7,28.2,68.8,35.1,Yes (Frequent),"NPK, FYM",Mites,Malathion
